car_id,car_number,car_model,car_type,transmission,drive_unit,engine_capacity,engine_volume,fuel_type,car_color,price
9567,Р868ОО_59,Mercedes-Benz CLK-Класс 230 I (W208),купе,автомат,задний,193,2.3,бензин,белый,474000
9568,Р468ОЕ_16,Mitsubishi Lancer IX Рестайлинг,седан,автомат,передний,98,1.6,бензин,пурпурный,878000
9569,Н445СК_92,Hyundai Creta II,внедорожник,автомат,передний,123,1.6,бензин,белый,1135000
9570,В218ОМ_71,Hyundai Solaris I,седан,механика,передний,123,1.6,бензин,чёрный,1435000
9571,У197КС_29,Volkswagen Polo V Рестайлинг,седан,механика,передний,90,1.6,бензин,чёрный,300000
9572,Х091ТВ_88,LADA (ВАЗ) 2109 21093i,хэтчбек,механика,передний,72,1.5,бензин,серый,280000
9573,В717ТР_08,Rolls-Royce Wraith,купе,автомат,задний,632,6.6,бензин,серый,1059000
9574,К300КН_09,Hyundai Creta II,внедорожник,автомат,передний,123,1.6,бензин,чёрный,1359000
9575,В947ВО_54,Opel Corsa D,хэтчбек,автомат,передний,90,1.4,бензин,чёрный,579000
9576,О834ЕН_92,Mercedes-Benz G-Класс AMG 65 AMG I (W463) Рестайлинг 2,внедорожник,автомат,полный,612,6.0,бензин,чёрный,535000
9577,Т084ТМ_25,Kia Optima IV,седан,автомат,передний,188,2.4,бензин,белый,80000
9578,Х681КМ_52,Hyundai Creta II,внедорожник,автомат,передний,123,1.6,бензин,синий,19000000
9579,С567НС_36,Nissan Almera I (N15),седан,механика,передний,87,1.4,бензин,чёрный,89000
9580,А108МО_27,Jeep Grand Cherokee IV (WK2) Рестайлинг,внедорожник,автомат,полный,243,3.0,дизель,белый,4000000
9581,В921ХМ_01,Mercedes-Benz G-Класс AMG 63 AMG II (W463),внедорожник,автомат,полный,585,4.0,бензин,синий,16050000
9582,Р359ХЕ_29,Nissan Teana II Рестайлинг,седан,вариатор,полный,167,2.5,бензин,чёрный,870000
9583,Е986НТ_09,Hyundai Creta II,внедорожник,механика,полный,121,1.6,бензин,пурпурный,1060000
9584,В479РМ_54,BMW X6 M50i III (G06),внедорожник,автомат,полный,530,4.4,бензин,серый,1360000
9585,У530СТ_76,Skoda Superb DSG II Рестайлинг,лифтбек,робот,передний,152,1.8,бензин,чёрный,1100000
9586,В580ОК_62,Kia Optima IV,седан,автомат,передний,188,2.4,бензин,белый,1375000
9587,Е086ЕР_79,Hyundai Creta II,внедорожник,автомат,передний,123,1.6,бензин,чёрный,1069000
9588,О031ХС_16,Nissan Juke I,внедорожник,вариатор,передний,117,1.6,бензин,белый,1369000
9589,К728ОХ_85,Audi 100 IV (C4),седан,механика,передний,133,2.3,бензин,синий,847000
9590,У657ТВ_16,BMW 5 серии Gran Turismo 535d xDrive VI (F10/F11/F07),лифтбек,автомат,полный,300,3.0,дизель,чёрный,149000
9591,Н174УР_76,Hyundai Creta II,внедорожник,автомат,передний,123,1.6,бензин,пурпурный,1475000
9592,Х660ТС_81,Volkswagen Passat B7,седан,робот,передний,152,1.8,бензин,чёрный,974000
9593,У981НК_42,Volkswagen Passat B8,седан,робот,передний,180,1.8,бензин,чёрный,1274000
9594,Х809ХЕ_83,Dodge Challenger SRT Hellcat III Рестайлинг 2,купе,автомат,задний,717,6.2,бензин,чёрный,878000
9595,Е231УР_49,Hyundai Creta II,внедорожник,автомат,передний,123,1.6,бензин,синий,1585000
9596,Е298АУ_55,Nissan X-Trail III,внедорожник,вариатор,полный,144,2.0,бензин,чёрный,6270000
9597,У486ТК_71,Peugeot 206,седан,механика,передний,75,1.4,бензин,чёрный,1085000
9598,С877ОТ_19,Volvo XC90 I Рестайлинг,внедорожник,автомат,полный,185,2.4,дизель,чёрный,1385000
9599,Н951ОМ_27,Hyundai Creta II,внедорожник,механика,передний,123,1.6,бензин,синий,1470000
9600,С264РЕ_45,Infiniti FX FX30d II (S51) Рестайлинг,внедорожник,автомат,полный,238,3.0,дизель,белый,180000
9601,М052ТЕ_99,Audi A8 Long III (D4),седан,автомат,полный,372,4.2,бензин,чёрный,1195000
9602,У836АХ_66,Rolls-Royce Wraith,купе,автомат,задний,632,6.6,бензин,серый,1479500
9603,А684ЕА_93,Hyundai H-1 II Рестайлинг,минивэн,механика,задний,116,2.5,дизель,чёрный,1695000
9604,В782СТ_69,Hyundai Creta II,внедорожник,механика,полный,121,1.6,бензин,синий,1454000
9605,М033УР_38,Volkswagen Polo V Рестайлинг,седан,механика,передний,90,1.6,бензин,серый,19000000
9606,Т126ХО_01,Infiniti QX70,внедорожник,автомат,полный,238,3.0,дизель,чёрный,1499000
9607,Р472ЕЕ_43,Hyundai Creta II,внедорожник,автомат,передний,123,1.6,бензин,серый,1135000
9608,Е622УВ_68,Mercedes-Benz E-Класс 300 I (W124),седан,автомат,задний,147,3.0,дизель,пурпурный,1435000
9609,Т803ВЕ_53,Volkswagen Polo V Рестайлинг,седан,робот,передний,125,1.4,бензин,чёрный,535000
9610,М692АТ_20,Audi A4 V (B9),седан,робот,полный,249,2.0,бензин,чёрный,2059000
9611,М398ОО_60,BMW 3 серии 318i VI (F3x) Рестайлинг,седан,автомат,задний,136,1.5,бензин,белый,1059000
9612,М254ОН_88,Hyundai Creta II,внедорожник,автомат,передний,123,1.6,бензин,белый,1359000
9613,Н662ОХ_60,ИЖ 2126 «Ода»,хэтчбек,механика,задний,73,1.6,бензин,синий,1200000
9614,Е979РВ_45,Kia Ceed III,хэтчбек,автомат,передний,128,1.6,бензин,чёрный,1100000
9615,Т599УМ_06,Hyundai Grand Starex I,минивэн,автомат,задний,145,2.5,дизель,серый,2339000
9616,Т931УТ_59,Hyundai Creta II,внедорожник,автомат,передний,123,1.6,бензин,белый,1639000
9617,Н912СВ_70,Nissan Almera I (N15),седан,механика,передний,87,1.4,бензин,серый,89000
9618,А504СО_33,Jeep Grand Cherokee IV (WK2) Рестайлинг,внедорожник,автомат,полный,243,3.0,дизель,пурпурный,4000000
9619,Т215ТК_46,Mercedes-Benz G-Класс AMG 63 AMG II (W463),внедорожник,автомат,полный,585,4.0,бензин,синий,16050000
9620,Р980ВО_94,ЗАЗ 965,седан,механика,задний,27,0.9,бензин,пурпурный,70000
9621,Х141НМ_42,Hyundai Creta II,внедорожник,механика,полный,121,1.6,бензин,серый,1060000
9622,К670ОК_59,Skoda Superb DSG II Рестайлинг,лифтбек,робот,передний,152,1.8,бензин,чёрный,1360000
9623,К576СМ_53,Ford Focus II,седан,механика,передний,145,2.0,бензин,синий,1100000
9624,Р728РМ_73,Hyundai Creta II,внедорожник,автомат,передний,123,1.6,бензин,серый,299000
9625,К475АС_78,LADA (ВАЗ) 2109 21093i,хэтчбек,механика,передний,72,1.5,бензин,серый,1069000
9626,В226МУ_96,LADA (ВАЗ) Priora I,универсал,механика,передний,98,1.6,бензин,белый,1369000
9627,К060РН_52,Mercedes-Benz E-Класс 300 I (W124),седан,автомат,задний,147,3.0,дизель,чёрный,80000
9628,У923ЕН_50,Hyundai Creta II,внедорожник,автомат,передний,123,1.6,бензин,белый,238000
9629,У820ТК_80,Nissan Teana II Рестайлинг,седан,вариатор,полный,167,2.5,бензин,чёрный,1200000
9630,У929ЕК_74,Honda Accord Type-S Type S VIII,седан,автомат,передний,201,2.4,бензин,синий,974000
9631,Х775УР_99,Mercedes-Benz 190 (W201),седан,механика,задний,105,2.0,бензин,чёрный,1274000
9632,М479РВ_63,Hyundai Creta II,внедорожник,автомат,передний,123,1.6,бензин,белый,870000
9633,М079ЕН_27,Mercedes-Benz G-Класс 500 III (W463),внедорожник,автомат,полный,422,4.0,бензин,чёрный,685000
9634,Р179МО_06,SsangYong Kyron I Рестайлинг,внедорожник,механика,полный,150,2.3,бензин,пурпурный,88000
9635,О299НВ_01,Peugeot 308 I,хэтчбек,автомат,передний,120,1.6,бензин,пурпурный,1085000
9636,К836ХО_91,Subaru Impreza WRX II,универсал,механика,полный,225,2.0,бензин,синий,1385000
9637,С474УВ_85,Hyundai Creta II,внедорожник,механика,передний,123,1.6,бензин,чёрный,365000
9638,Т939ВУ_28,Volkswagen Passat B7,седан,робот,передний,152,1.8,бензин,чёрный,360000
9639,Р364КА_48,Audi 100 IV (C4),седан,механика,передний,133,2.3,бензин,синий,520000
9640,Н055ОЕ_43,Peugeot 206,седан,механика,передний,75,1.4,бензин,чёрный,1479500
9641,Н046ЕХ_61,Volkswagen Jetta V,седан,автомат,передний,102,1.6,бензин,серый,878000
9642,А132СК_16,Hyundai Creta II,внедорожник,механика,полный,121,1.6,бензин,серый,149000
9643,К371ВС_67,Daihatsu YRV I,компактвэн,механика,передний,90,1.3,бензин,пурпурный,180000
9644,Р888НТ_77,Mitsubishi Pajero Sport II Рестайлинг,внедорожник,автомат,полный,178,2.5,дизель,серый,373800
9645,М361МР_34,Hyundai Creta II,внедорожник,автомат,передний,123,1.6,бензин,пурпурный,1135000
9646,У040МН_49,Nissan Murano I (Z50),внедорожник,вариатор,полный,234,3.5,бензин,синий,1435000
9647,Х656ХЕ_59,Peugeot 207 I,хэтчбек,автомат,передний,120,1.6,бензин,синий,160000
9648,Х085НН_44,LADA (ВАЗ) 2121 (4x4) Рысь I Рестайлинг,внедорожник,механика,полный,83,1.7,бензин,синий,1347000
9649,Н133ХМ_19,BMW 5 серии Gran Turismo 535d xDrive VI (F10/F11/F07),лифтбек,автомат,полный,300,3.0,дизель,чёрный,1059000
9650,О441ОО_05,Hyundai Creta II,внедорожник,автомат,передний,123,1.6,бензин,пурпурный,1359000
9651,Р904ВС_30,LADA (ВАЗ) 2121 (4x4) I Рестайлинг,внедорожник,механика,полный,83,1.7,бензин,синий,474000
9652,У224РС_78,Opel Corsa D,хэтчбек,автомат,передний,90,1.4,бензин,чёрный,272000
